bone_name,constraint_name,mute,target,subtarget_bone_name,extrapolate,from_min_x,from_max_x,from_min_y,from_max_y,from_min_z,from_max_z,map_to_x_from,map_to_y_from,map_to_z_from,map_to,to_min_x,to_max_x,to_min_y,to_max_y,to_min_z,to_max_z,target_space,owner_space
LittleToe.R.003,Transformation,False,Dorothy.Armature,LittleToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
LowerEyelid.L,Rig Ctrl,False,Dorothy.Armature,LowerEyelid_T.L,True,0,0,0,0.0049999999,0,0,Y,X,X,ROTATION,0,-0.7853981853,0,0,0,0,LOCAL,LOCAL
LowerEyelid.R,Rig Ctrl,False,Dorothy.Armature,LowerEyelid_T.R,True,0,0,0,0.0049999999,0,0,Y,X,X,ROTATION,0,-0.7853981853,0,0,0,0,LOCAL,LOCAL
LowerMouth_T,Rig Ctrl,False,Dorothy.Armature,LowerMouth_T.XY,True,0,0,0,0.0049999999,0,0,Z,X,Y,LOCATION,0,0,0,0,0,0.0099999998,LOCAL,LOCAL
LowerMouth_T.L,Rig Ctrl,False,Dorothy.Armature,LowerMouth_T.XZ.L,True,0,0.0049999999,0,0.0049999999,0,0,X,Z,Y,LOCATION,0,0.0099999998,0,0,0,0.0099999998,LOCAL,LOCAL
LowerMouth_T.R,Rig Ctrl,False,Dorothy.Armature,LowerMouth_T.XZ.R,True,0,0.0049999999,0,0.0049999999,0,0,X,Z,Y,LOCATION,0,0.0099999998,0,0,0,0.0099999998,LOCAL,LOCAL
LowerMouth_T.L,Rig Ctrl.001,False,Dorothy.Armature,LowerMouth_T.Y.L,True,0,0.0099999998,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
LowerMouth_T.R,Rig Ctrl.001,False,Dorothy.Armature,LowerMouth_T.Y.R,True,0,0.0099999998,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
LowerMouth_T,Transformation,False,Dorothy.Armature,LowerMouth_T.Z,True,0,0,0,0.0049999999,0,0,X,Y,Z,LOCATION,0,0,0,-0.0099999998,0,0,LOCAL,LOCAL
Middle_Root.L,Transformation,False,Dorothy.Armature,Middle_T.L,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Middle.L,Transformation,False,Dorothy.Armature,Middle_T.L,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,-1.5707963705,1.5707963705,0,0,-1.5707963705,1.5707963705,LOCAL,LOCAL
Middle.L.001,Transformation,False,Dorothy.Armature,Middle_T.L.001,True,-0.0049999999,0.0049999999,0,0,0,0,X,Y,Z,ROTATION,-2.0943951607,2.0943951607,0,0,0,0,LOCAL,LOCAL
Middle_Root.R,Transformation,False,Dorothy.Armature,Middle_T.R,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,0.0872664601,-0.0872664601,0,0,0.0872664601,-0.0872664601,LOCAL,LOCAL
Middle.R,Transformation,False,Dorothy.Armature,Middle_T.R,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,1.5707963705,-1.5707963705,0,0,1.5707963705,-1.5707963705,LOCAL,LOCAL
Middle.R.001,Transformation,False,Dorothy.Armature,Middle_T.R.001,True,-0.0049999999,0.0049999999,0,0,0,0,X,Y,Z,ROTATION,2.0943951607,-2.0943951607,0,0,0,0,LOCAL,LOCAL
Neck,Rig Ctrl.001,False,Dorothy.Armature,Neck_P,True,0,0.0049999999,0,0,0,0,Y,X,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Neck.002,Rig Ctrl.001,False,Dorothy.Armature,Neck_P,True,0,0.0049999999,0,0,0,0,Y,X,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Neck,Rig Ctrl,False,Dorothy.Armature,Neck_Size_T,True,0,0,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,2,1,0.5,LOCAL,LOCAL
Neck.002,Rig Ctrl,False,Dorothy.Armature,Neck_T,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Nose,Rig Ctrl,False,Dorothy.Armature,Nose_XY_T,True,0,0.0049999999,0,0.0049999999,0,0,X,Y,Z,LOCATION,0,0.0199999996,0,0.0199999996,0,0,LOCAL,LOCAL
Nose,Rig Ctrl.001,False,Dorothy.Armature,Nose_Z_T,True,0,0,0,0.0049999999,0,0,Z,Z,Y,LOCATION,0,0,0,0,0,0.0199999996,LOCAL,LOCAL
Pelvis,Rig Ctrl,False,Dorothy.Armature,Pelvis_T,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Pelvis,Rig Ctrl.001,False,Dorothy.Armature,Pelvis_T.001,True,0,0.0049999999,0,0,0,0,Y,X,Y,ROTATION,0,0,0,-0.7853981853,0,0,LOCAL,LOCAL
Pupil.L,Transformation,False,Dorothy.Armature,Pupil_T.L.001,True,0,9.999999747378752e-05,0,9.999999747378752e-05,0,0,Y,Y,Y,SCALE,1,0.5,1,0.5,1,0.5,LOCAL,LOCAL
Pupil.R,Transformation,False,Dorothy.Armature,Pupil_T.R.001,True,0,9.999999747378752e-05,0,9.999999747378752e-05,0,0,Y,Y,Y,SCALE,1,0.5,1,0.5,1,0.5,LOCAL,LOCAL
Spine.Root.001,Rig Ctrl,False,Dorothy.Armature,Rib_Size_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,0.5,1,0.5,LOCAL,LOCAL
Spine.Root.001,Rig Ctrl.001,False,Dorothy.Armature,Rib_Size_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
Spine.Root,Rig Ctrl,False,Dorothy.Armature,Rib_T,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Ring_Root.L,Transformation,False,Dorothy.Armature,Ring_T.L,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Ring.L,Transformation,False,Dorothy.Armature,Ring_T.L,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,-1.5707963705,1.5707963705,0,0,-1.5707963705,1.5707963705,LOCAL,LOCAL
Ring.L.001,Transformation,False,Dorothy.Armature,Ring_T.L.001,True,-0.0049999999,0.0049999999,0,0,0,0,X,Y,Z,ROTATION,-2.0943951607,2.0943951607,0,0,0,0,LOCAL,LOCAL
Ring_Root.R,Transformation,False,Dorothy.Armature,Ring_T.R,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,0.0872664601,-0.0872664601,0,0,0.0872664601,-0.0872664601,LOCAL,LOCAL
Ring.R,Transformation,False,Dorothy.Armature,Ring_T.R,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,X,Z,Y,ROTATION,1.5707963705,-1.5707963705,0,0,1.5707963705,-1.5707963705,LOCAL,LOCAL
Ring.R.001,Transformation,False,Dorothy.Armature,Ring_T.R.001,True,-0.0049999999,0.0049999999,0,0,0,0,X,Y,Z,ROTATION,2.0943951607,-2.0943951607,0,0,0,0,LOCAL,LOCAL
Shoulder_T.L.001,Rig Ctrl,False,Dorothy.Armature,Shoulder_T.001.XZ.L,True,0,0.0099999998,0,0.0099999998,0,0,X,Z,Y,LOCATION,0,0.0199999996,0,0,0,0.0199999996,LOCAL,LOCAL
Shoulder_T.R.001,Rig Ctrl,False,Dorothy.Armature,Shoulder_T.001.XZ.R,True,0,0.0099999998,0,0.0099999998,0,0,X,Z,Y,LOCATION,0,0.0199999996,0,0,0,0.0199999996,LOCAL,LOCAL
Shoulder_T.L.001,Rig Ctrl.001,False,Dorothy.Armature,Shoulder_T.001.Y.L,True,0,0.0099999998,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0199999996,0,0,LOCAL,LOCAL
Shoulder_T.R.001,Rig Ctrl.001,False,Dorothy.Armature,Shoulder_T.001.Y.R,True,0,0.0099999998,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0199999996,0,0,LOCAL,LOCAL
Shoulder.L,Rig Ctrl,False,Dorothy.Armature,Shoulder_T.L,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Shoulder.R,Rig Ctrl,False,Dorothy.Armature,Shoulder_T.R,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
SideMouth_T.L,Rig Ctrl,False,Dorothy.Armature,SideMouth_T.XZ.L,True,0,0.0049999999,0,0.0049999999,0,0,X,Z,Y,LOCATION,0,0.0099999998,0,0,0,0.0099999998,LOCAL,LOCAL
SideMouth_T.R,Rig Ctrl,False,Dorothy.Armature,SideMouth_T.XZ.R,True,0,0.0049999999,0,0.0049999999,0,0,X,Z,Y,LOCATION,0,0.0099999998,0,0,0,0.0099999998,LOCAL,LOCAL
SideMouth_T.L,Rig Ctrl.001,False,Dorothy.Armature,SideMouth_T.Y.L,True,0,0.0099999998,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
SideMouth_T.R,Rig Ctrl.001,False,Dorothy.Armature,SideMouth_T.Y.R,True,0,0.0099999998,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
Thigh.L.001,Rig Ctrl,False,Dorothy.Armature,Thigh_Size_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,2,1,0.5,LOCAL,LOCAL
Thigh.L.002,Rig Ctrl,False,Dorothy.Armature,Thigh_Size_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
Thigh.R.001,Rig Ctrl,False,Dorothy.Armature,Thigh_Size_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,2,1,0.5,LOCAL,LOCAL
Thigh.R.002,Rig Ctrl,False,Dorothy.Armature,Thigh_Size_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
Thigh.L,Rig Ctrl,False,Dorothy.Armature,Thigh_T.L,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Thigh.R,Rig Ctrl,False,Dorothy.Armature,Thigh_T.R,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
ThighHead.L,Rig Ctrl,False,Dorothy.Armature,ThighHead_T.L,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
ThighHead.R,Rig Ctrl,False,Dorothy.Armature,ThighHead_T.R,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Thumb_T.L.001,Rig Ctrl,False,Dorothy.Armature,Thumb_T.001.XZ.L,True,0,0.0099999998,0,0.0099999998,0,0,X,Z,Y,LOCATION,0,0.0199999996,0,0,0,0.0199999996,LOCAL,LOCAL
Thumb_T.R.001,Rig Ctrl,False,Dorothy.Armature,Thumb_T.001.XZ.R,True,0,0.0099999998,0,0.0099999998,0,0,X,Z,Y,LOCATION,0,0.0199999996,0,0,0,0.0199999996,LOCAL,LOCAL
Thumb_T.L.001,Rig Ctrl.001,False,Dorothy.Armature,Thumb_T.001.Y.L,True,0,0,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0199999996,0,0,LOCAL,LOCAL
Thumb_T.R.001,Rig Ctrl.001,False,Dorothy.Armature,Thumb_T.001.Y.R,True,0,0,0,0,0,0.0099999998,X,Z,X,LOCATION,0,0,0,0.0199999996,0,0,LOCAL,LOCAL
Thumb.L.002,Transformation,False,Dorothy.Armature,Thumb_T.L.002,False,-0.0049999999,0.0049999999,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
Thumb.L.003,Transformation,False,Dorothy.Armature,Thumb_T.L.003,False,-0.0049999999,0.0049999999,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
Thumb.R.002,Transformation,False,Dorothy.Armature,Thumb_T.R.002,False,-0.0049999999,0.0049999999,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
Thumb.R.003,Transformation,False,Dorothy.Armature,Thumb_T.R.003,False,-0.0049999999,0.0049999999,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
BigToe.L,Rig Ctrl,False,Dorothy.Armature,Toe_T.L,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
BigToe.R,Rig Ctrl,False,Dorothy.Armature,Toe_T.R,True,0,0.0049999999,0,0.0049999999,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
UpperEyelid.L,Rig Ctrl,False,Dorothy.Armature,UpperEyelid_T.L,True,0,0,0,0.0049999999,0,0,Y,X,X,ROTATION,0,-0.7853981853,0,0,0,0,LOCAL,LOCAL
UpperEyelid.R,Rig Ctrl,False,Dorothy.Armature,UpperEyelid_T.R,True,0,0,0,0.0049999999,0,0,Y,X,X,ROTATION,0,-0.7853981853,0,0,0,0,LOCAL,LOCAL
UpperMouth_T,Rig Ctrl,False,Dorothy.Armature,UpperMouth_T.XY,True,0,0,0,0.0049999999,0,0,Z,X,Y,LOCATION,0,0,0,0,0,0.0099999998,LOCAL,LOCAL
UpperMouth_T.L,Rig Ctrl,False,Dorothy.Armature,UpperMouth_T.XZ.L,True,0,0.0049999999,0,0.0049999999,0,0,X,Z,Y,LOCATION,0,0.0099999998,0,0,0,0.0099999998,LOCAL,LOCAL
UpperMouth_T.R,Rig Ctrl,False,Dorothy.Armature,UpperMouth_T.XZ.R,True,0,0.0049999999,0,0.0049999999,0,0,X,Z,Y,LOCATION,0,0.0099999998,0,0,0,0.0099999998,LOCAL,LOCAL
UpperMouth_T.L,Rig Ctrl.001,False,Dorothy.Armature,UpperMouth_T.Y.L,True,0,0.0049999999,0,0,0,0.0049999999,X,Z,X,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
UpperMouth_T.R,Rig Ctrl.001,False,Dorothy.Armature,UpperMouth_T.Y.R,True,0,0.0049999999,0,0,0,0.0049999999,X,Z,X,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
UpperMouth_T,Rig Ctrl.001,False,Dorothy.Armature,UpperMouth_T.Z,True,0,0,0,0.0050000004,0,0,X,Y,Z,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
Waist,Rig Ctrl,False,Dorothy.Armature,Waist_P,True,0,0.0049999999,0,0,0,0,Y,X,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Waist,Rig Ctrl.001,False,Dorothy.Armature,Waist_T,True,-0.0049999999,0.0049999999,-0.0049999999,0.0049999999,0,0,Y,Z,X,ROTATION,0.5235987902,-0.5235987902,0,0,0.5235987902,-0.5235987902,LOCAL,LOCAL
